delivery_id,order_id,delivery_status,delivery_time,rider_id
D14598,O16178,Delivered,21:00:00,RD91
D14599,O16179,Delivered,13:35:00,RD58
D14600,O16180,Delivered,11:13:00,RD153
D14601,O16181,Delivered,15:00:00,RD224
D14602,O16183,Delivered,16:04:00,RD145
D14603,O16184,Delivered,14:42:00,RD75
D14604,O16185,Delivered,21:13:00,RD30
D14605,O16186,Delivered,16:56:00,RD59
D14606,O16187,Delivered,15:03:00,RD221
D14607,O16189,Delivered,21:50:00,RD145
D14608,O16190,Delivered,11:01:00,RD90
D14609,O16191,Delivered,12:41:00,RD196
D14610,O16192,Delivered,18:15:00,RD157
D14611,O16194,Delivered,15:48:00,RD52
D14612,O16196,Delivered,15:30:00,RD171
D14613,O16197,Delivered,15:26:00,RD102
D14614,O16198,Delivered,12:33:00,RD164
D14615,O16199,Delivered,10:51:00,RD198
D14616,O16200,Delivered,14:10:00,RD42
D14617,O16201,Delivered,11:36:00,RD5
D14618,O16202,Delivered,11:40:00,RD142
D14619,O16203,Delivered,22:28:00,RD199
D14620,O16206,Delivered,11:50:00,RD65
D14621,O16208,Delivered,19:32:00,RD234
D14622,O16209,Delivered,16:22:00,RD59
D14623,O16210,Delivered,13:10:00,RD78
D14624,O16212,Delivered,18:58:00,RD162
D14625,O16213,Delivered,14:36:00,RD101
D14626,O16214,Delivered,15:12:00,RD119
D14627,O16215,Delivered,21:49:00,RD124
D14628,O16216,Delivered,14:10:00,RD203
D14629,O16217,Delivered,10:49:00,RD66
D14630,O16218,Delivered,10:41:00,RD8
D14631,O16220,Delivered,21:50:00,RD233
D14632,O16221,Delivered,11:35:00,RD61
D14633,O16222,Delivered,20:39:00,RD8
D14634,O16223,Delivered,14:15:00,RD102
D14635,O16224,Delivered,16:02:00,RD64
D14636,O16225,Delivered,19:15:00,RD174
D14637,O16227,Delivered,20:29:00,RD124
D14638,O16229,Delivered,20:37:00,RD35
D14639,O16230,Delivered,12:03:00,RD194
D14640,O16231,Delivered,15:14:00,RD198
D14641,O16232,Delivered,13:03:00,RD113
D14642,O16233,Delivered,19:01:00,RD239
D14643,O16234,Delivered,20:05:00,RD156
D14644,O16235,Delivered,11:26:00,RD151
D14645,O16236,Delivered,20:32:00,RD107
D14646,O16237,Delivered,12:16:00,RD79
D14647,O16239,Delivered,11:23:00,RD221
D14648,O16240,Delivered,10:51:00,RD207
D14649,O16241,Delivered,17:37:00,RD2
D14650,O16242,Delivered,15:39:00,RD189
D14651,O16243,Delivered,13:27:00,RD208
D14652,O16244,Delivered,17:16:00,RD69
D14653,O16245,Delivered,14:26:00,RD214
D14654,O16246,Delivered,17:58:00,RD200
D14655,O16247,Delivered,15:17:00,RD120
D14656,O16248,Delivered,18:58:00,RD130
D14657,O16249,Delivered,22:36:00,RD19
D14658,O16250,Delivered,17:29:00,RD240
D14659,O16251,Delivered,17:40:00,RD65
D14660,O16252,Delivered,20:26:00,RD218
D14661,O16253,Delivered,18:37:00,RD8
D14662,O16254,Delivered,19:15:00,RD200
D14663,O16255,Delivered,13:29:00,RD212
D14664,O16257,Delivered,14:52:00,RD184
D14665,O16258,Delivered,15:11:00,RD126
D14666,O16259,Delivered,10:55:00,RD214
D14667,O16260,Delivered,19:14:00,RD191
D14668,O16261,Delivered,11:14:00,RD215
D14669,O16262,Delivered,16:12:00,RD169
D14670,O16264,Delivered,12:31:00,RD52
D14671,O16265,Delivered,22:27:00,RD8
D14672,O16266,Delivered,14:34:00,RD155
D14673,O16268,Delivered,11:13:00,RD235
D14674,O16269,Delivered,16:22:00,RD246
D14675,O16270,Delivered,21:15:00,RD106
D14676,O16271,Delivered,20:03:00,RD9
D14677,O16272,Delivered,20:20:00,RD161
D14678,O16274,Delivered,19:02:00,RD98
D14679,O16275,Delivered,12:31:00,RD71
D14680,O16276,Delivered,10:30:00,RD67
D14681,O16277,Delivered,13:54:00,RD20
D14682,O16278,Delivered,21:06:00,RD28
D14683,O16279,Delivered,12:17:00,RD224
D14684,O16280,Delivered,17:49:00,RD250
D14685,O16281,Delivered,11:11:00,RD45
D14686,O16282,Delivered,15:29:00,RD229
D14687,O16283,Delivered,13:27:00,RD68
D14688,O16284,Delivered,17:56:00,RD217
D14689,O16285,Delivered,20:10:00,RD161
D14690,O16286,Delivered,22:23:00,RD240
D14691,O16288,Delivered,12:01:00,RD104
D14692,O16289,Delivered,11:31:00,RD240
D14693,O16290,Delivered,21:45:00,RD230
D14694,O16291,Delivered,18:09:00,RD117
D14695,O16292,Delivered,12:24:00,RD197
D14696,O16293,Delivered,16:58:00,RD79
D14697,O16294,Delivered,20:45:00,RD250
D14698,O16295,Delivered,20:01:00,RD43
D14699,O16296,Delivered,10:41:00,RD196
D14700,O16297,Delivered,10:48:00,RD209
D14701,O16299,Delivered,15:11:00,RD223
D14702,O16300,Delivered,20:11:00,RD100
D14703,O16301,Delivered,18:27:00,RD221
D14704,O16302,Delivered,17:40:00,RD32
D14705,O16303,Delivered,16:04:00,RD13
D14706,O16304,Delivered,10:54:00,RD113
D14707,O16305,Delivered,13:02:00,RD7
D14708,O16306,Delivered,21:18:00,RD164
D14709,O16307,Delivered,11:33:00,RD97
D14710,O16308,Delivered,15:31:00,RD230
D14711,O16309,Delivered,12:47:00,RD160
D14712,O16310,Delivered,21:31:00,RD214
D14713,O16311,Delivered,19:27:00,RD75
D14714,O16313,Delivered,11:39:00,RD225
D14715,O16314,Delivered,14:58:00,RD183
D14716,O16315,Delivered,14:28:00,RD186
D14717,O16316,Delivered,17:55:00,RD173
D14718,O16317,Delivered,11:24:00,RD150
D14719,O16318,Delivered,20:09:00,RD32
D14720,O16319,Delivered,19:32:00,RD195
D14721,O16320,Delivered,12:42:00,RD96
D14722,O16321,Delivered,12:26:00,RD84
D14723,O16324,Delivered,20:39:00,RD65
D14724,O16326,Delivered,10:33:00,RD249
D14725,O16327,Delivered,11:42:00,RD162
D14726,O16328,Delivered,11:03:00,RD114
D14727,O16329,Delivered,21:47:00,RD149
D14728,O16331,Delivered,12:04:00,RD244
D14729,O16332,Delivered,15:42:00,RD63
D14730,O16333,Delivered,18:45:00,RD137
D14731,O16335,Delivered,14:22:00,RD238
D14732,O16337,Delivered,13:32:00,RD189
D14733,O16338,Delivered,12:22:00,RD7
D14734,O16339,Delivered,12:15:00,RD88
D14735,O16340,Delivered,12:46:00,RD239
D14736,O16341,Delivered,15:50:00,RD157
D14737,O16342,Delivered,11:13:00,RD159
D14738,O16343,Delivered,11:01:00,RD184
D14739,O16344,Delivered,22:37:00,RD12
D14740,O16345,Delivered,22:03:00,RD150
D14741,O16346,Delivered,15:22:00,RD236
D14742,O16347,Delivered,19:11:00,RD68
D14743,O16348,Delivered,12:18:00,RD140
D14744,O16349,Delivered,17:56:00,RD159
D14745,O16350,Delivered,12:50:00,RD12
D14746,O16351,Delivered,21:00:00,RD196
D14747,O16352,Delivered,19:44:00,RD112
D14748,O16353,Delivered,20:08:00,RD149
D14749,O16355,Delivered,19:45:00,RD116
D14750,O16357,Delivered,17:56:00,RD61
D14751,O16358,Delivered,15:49:00,RD22
D14752,O16359,Delivered,19:39:00,RD123
D14753,O16360,Delivered,14:27:00,RD80
D14754,O16361,Delivered,13:36:00,RD210
D14755,O16362,Delivered,15:50:00,RD8
D14756,O16363,Delivered,19:28:00,RD73
D14757,O16364,Delivered,19:54:00,RD234
D14758,O16365,Delivered,21:11:00,RD147
D14759,O16366,Delivered,20:20:00,RD70
D14760,O16367,Delivered,18:09:00,RD154
D14761,O16368,Delivered,14:24:00,RD217
D14762,O16369,Delivered,10:30:00,RD244
D14763,O16370,Delivered,22:29:00,RD78
D14764,O16371,Delivered,12:00:00,RD242
D14765,O16372,Delivered,20:30:00,RD13
D14766,O16373,Delivered,12:55:00,RD155
D14767,O16374,Delivered,16:16:00,RD114
D14768,O16375,Delivered,13:53:00,RD23
D14769,O16376,Delivered,19:17:00,RD230
D14770,O16377,Delivered,12:44:00,RD200
D14771,O16378,Delivered,13:20:00,RD172
D14772,O16379,Delivered,18:51:00,RD203
D14773,O16381,Delivered,21:11:00,RD212
D14774,O16382,Delivered,17:36:00,RD66
D14775,O16383,Delivered,15:51:00,RD57
D14776,O16384,Delivered,17:48:00,RD209
D14777,O16385,Delivered,18:52:00,RD246
D14778,O16386,Delivered,12:10:00,RD191
D14779,O16387,Delivered,11:13:00,RD215
D14780,O16388,Delivered,22:16:00,RD82
D14781,O16389,Delivered,18:59:00,RD155
D14782,O16390,Delivered,19:59:00,RD88
D14783,O16391,Delivered,10:38:00,RD237
D14784,O16392,Delivered,21:26:00,RD114
D14785,O16393,Delivered,18:16:00,RD139
D14786,O16394,Delivered,19:46:00,RD250
D14787,O16395,Delivered,12:11:00,RD200
D14788,O16396,Delivered,18:16:00,RD31
D14789,O16397,Delivered,18:06:00,RD166
D14790,O16399,Delivered,11:49:00,RD90
D14791,O16401,Delivered,13:47:00,RD236
D14792,O16402,Delivered,20:52:00,RD11
D14793,O16403,Delivered,14:40:00,RD80
D14794,O16404,Delivered,17:04:00,RD56
D14795,O16405,Delivered,13:03:00,RD15
D14796,O16406,Delivered,18:19:00,RD42
D14797,O16407,Delivered,17:42:00,RD172
D14798,O16408,Delivered,12:41:00,RD228
D14799,O16409,Delivered,18:49:00,RD59
D14800,O16411,Delivered,19:46:00,RD81
D14801,O16412,Delivered,12:02:00,RD63
D14802,O16413,Delivered,16:28:00,RD12
D14803,O16414,Delivered,21:05:00,RD109
D14804,O16415,Delivered,16:43:00,RD10
D14805,O16416,Delivered,22:16:00,RD197
D14806,O16418,Delivered,15:20:00,RD152
D14807,O16419,Delivered,21:43:00,RD209
D14808,O16420,Delivered,18:58:00,RD196
D14809,O16421,Delivered,11:32:00,RD188
D14810,O16422,Delivered,13:32:00,RD89
D14811,O16423,Delivered,11:10:00,RD32
D14812,O16424,Delivered,21:51:00,RD100
D14813,O16425,Delivered,15:17:00,RD178
D14814,O16426,Delivered,16:16:00,RD236
D14815,O16427,Delivered,10:55:00,RD153
D14816,O16428,Delivered,10:44:00,RD52
D14817,O16429,Delivered,11:27:00,RD162
D14818,O16430,Delivered,12:18:00,RD172
D14819,O16431,Delivered,18:52:00,RD172
D14820,O16432,Delivered,19:42:00,RD25
D14821,O16433,Delivered,17:26:00,RD90
D14822,O16434,Delivered,16:45:00,RD244
D14823,O16435,Delivered,11:30:00,RD123
D14824,O16436,Delivered,13:20:00,RD84
D14825,O16437,Delivered,12:26:00,RD221
D14826,O16438,Delivered,12:36:00,RD15
D14827,O16439,Delivered,14:00:00,RD56
D14828,O16440,Delivered,12:23:00,RD24
D14829,O16441,Delivered,17:27:00,RD160
D14830,O16442,Delivered,18:01:00,RD40
D14831,O16443,Delivered,16:36:00,RD218
D14832,O16444,Delivered,20:22:00,RD156
D14833,O16445,Delivered,22:11:00,RD234
D14834,O16447,Delivered,21:40:00,RD123
D14835,O16448,Delivered,13:14:00,RD56
D14836,O16450,Delivered,12:07:00,RD97
D14837,O16451,Delivered,15:25:00,RD44
D14838,O16452,Delivered,20:56:00,RD153
D14839,O16453,Delivered,12:22:00,RD121
D14840,O16454,Delivered,11:38:00,RD160
D14841,O16455,Delivered,20:05:00,RD163
D14842,O16457,Delivered,22:23:00,RD103
D14843,O16458,Delivered,16:19:00,RD46
D14844,O16459,Delivered,13:51:00,RD110
D14845,O16460,Delivered,22:03:00,RD113
D14846,O16461,Delivered,16:17:00,RD62
D14847,O16462,Delivered,11:23:00,RD2
D14848,O16463,Delivered,13:16:00,RD29
D14849,O16464,Delivered,15:34:00,RD209
D14850,O16465,Delivered,16:59:00,RD111
D14851,O16466,Delivered,22:19:00,RD73
D14852,O16467,Delivered,12:10:00,RD160
D14853,O16468,Delivered,21:21:00,RD206
D14854,O16469,Delivered,11:27:00,RD43
D14855,O16470,Delivered,19:07:00,RD58
D14856,O16471,Delivered,15:04:00,RD201
D14857,O16472,Delivered,18:08:00,RD124
D14858,O16473,Delivered,19:15:00,RD162
D14859,O16474,Delivered,14:41:00,RD37
D14860,O16475,Delivered,19:08:00,RD236
D14861,O16476,Delivered,15:27:00,RD90
D14862,O16477,Delivered,18:36:00,RD206
D14863,O16478,Delivered,19:43:00,RD184
D14864,O16479,Delivered,18:12:00,RD230
D14865,O16480,Delivered,15:56:00,RD2
D14866,O16481,Delivered,13:13:00,RD61
D14867,O16482,Delivered,22:20:00,RD165
D14868,O16483,Delivered,12:51:00,RD228
D14869,O16484,Delivered,13:08:00,RD106
D14870,O16485,Delivered,21:21:00,RD200
D14871,O16486,Delivered,20:43:00,RD60
D14872,O16488,Delivered,15:48:00,RD71
D14873,O16490,Delivered,22:05:00,RD122
D14874,O16491,Delivered,13:33:00,RD134
D14875,O16492,Delivered,21:08:00,RD135
D14876,O16493,Delivered,18:51:00,RD108
D14877,O16494,Delivered,18:57:00,RD169
D14878,O16495,Delivered,11:18:00,RD232
D14879,O16496,Delivered,22:27:00,RD30
D14880,O16497,Delivered,13:34:00,RD121
D14881,O16498,Delivered,20:44:00,RD13
D14882,O16499,Delivered,17:29:00,RD78
D14883,O16500,Delivered,19:18:00,RD173
D14884,O16501,Delivered,20:30:00,RD239
D14885,O16502,Delivered,20:05:00,RD32
D14886,O16503,Delivered,15:18:00,RD195
D14887,O16504,Delivered,19:45:00,RD224
D14888,O16505,Delivered,12:52:00,RD128
D14889,O16506,Delivered,22:23:00,RD170
D14890,O16507,Delivered,14:44:00,RD231
D14891,O16508,Delivered,19:41:00,RD212
D14892,O16509,Delivered,15:10:00,RD240
D14893,O16510,Delivered,11:31:00,RD23
D14894,O16511,Delivered,20:20:00,RD155
D14895,O16512,Delivered,14:13:00,RD8
D14896,O16513,Delivered,18:30:00,RD189
D14897,O16514,Delivered,21:14:00,RD128
D14898,O16515,Delivered,21:32:00,RD201
D14899,O16516,Delivered,11:58:00,RD140
D14900,O16517,Delivered,20:28:00,RD161
D14901,O16519,Delivered,11:46:00,RD226
D14902,O16520,Delivered,13:55:00,RD60
D14903,O16521,Delivered,18:37:00,RD51
D14904,O16522,Delivered,12:26:00,RD25
D14905,O16523,Delivered,21:27:00,RD150
D14906,O16524,Delivered,11:01:00,RD222
D14907,O16525,Delivered,13:11:00,RD35
D14908,O16526,Delivered,11:55:00,RD52
D14909,O16527,Delivered,22:05:00,RD174
D14910,O16528,Delivered,20:13:00,RD183
D14911,O16529,Delivered,17:21:00,RD237
D14912,O16531,Delivered,12:47:00,RD53
D14913,O16532,Delivered,14:45:00,RD126
D14914,O16533,Delivered,21:41:00,RD75
D14915,O16534,Delivered,20:54:00,RD174
D14916,O16535,Delivered,15:40:00,RD204
D14917,O16536,Delivered,11:16:00,RD141
D14918,O16537,Delivered,15:30:00,RD248
D14919,O16538,Delivered,16:35:00,RD19
D14920,O16539,Delivered,15:54:00,RD10
D14921,O16540,Delivered,12:47:00,RD121
D14922,O16541,Delivered,21:29:00,RD107
D14923,O16542,Delivered,21:34:00,RD188
D14924,O16543,Delivered,16:10:00,RD37
D14925,O16544,Delivered,21:15:00,RD72
D14926,O16545,Delivered,15:40:00,RD108
D14927,O16546,Delivered,17:51:00,RD119
D14928,O16548,Delivered,19:29:00,RD32
D14929,O16549,Delivered,21:03:00,RD164
D14930,O16550,Delivered,12:00:00,RD44
D14931,O16551,Delivered,18:26:00,RD125
D14932,O16552,Delivered,15:10:00,RD38
D14933,O16553,Delivered,14:04:00,RD232
D14934,O16556,Delivered,15:14:00,RD88
D14935,O16557,Delivered,18:22:00,RD202
D14936,O16558,Delivered,10:39:00,RD157
D14937,O16559,Delivered,17:36:00,RD9
D14938,O16560,Delivered,22:16:00,RD153
D14939,O16561,Delivered,18:42:00,RD42
D14940,O16562,Delivered,20:23:00,RD75
D14941,O16563,Delivered,14:13:00,RD95
D14942,O16564,Delivered,12:23:00,RD177
D14943,O16567,Delivered,13:41:00,RD50
D14944,O16568,Delivered,18:02:00,RD7
D14945,O16570,Delivered,18:46:00,RD135
D14946,O16571,Delivered,20:47:00,RD196
D14947,O16572,Delivered,13:43:00,RD34
D14948,O16573,Delivered,12:23:00,RD227
D14949,O16574,Delivered,11:55:00,RD71
D14950,O16575,Delivered,12:31:00,RD5
D14951,O16577,Delivered,17:41:00,RD75
D14952,O16578,Delivered,20:22:00,RD167
D14953,O16579,Delivered,16:42:00,RD20
D14954,O16580,Delivered,20:27:00,RD165
D14955,O16581,Delivered,10:56:00,RD171
D14956,O16582,Delivered,11:44:00,RD66
D14957,O16583,Delivered,14:10:00,RD177
D14958,O16584,Delivered,22:13:00,RD171
D14959,O16585,Delivered,10:56:00,RD125
D14960,O16586,Delivered,18:34:00,RD161
D14961,O16587,Delivered,14:58:00,RD214
D14962,O16588,Delivered,15:45:00,RD234
D14963,O16589,Delivered,18:45:00,RD40
D14964,O16590,Delivered,19:22:00,RD140
D14965,O16591,Delivered,19:18:00,RD51
D14966,O16592,Delivered,22:16:00,RD248
D14967,O16593,Delivered,11:42:00,RD219
D14968,O16594,Delivered,13:44:00,RD151
D14969,O16595,Delivered,19:23:00,RD55
D14970,O16596,Delivered,17:45:00,RD103
D14971,O16597,Delivered,12:12:00,RD98
D14972,O16598,Delivered,21:11:00,RD38
D14973,O16599,Delivered,18:33:00,RD84
D14974,O16600,Delivered,19:36:00,RD94
D14975,O16601,Delivered,12:53:00,RD232
D14976,O16602,Delivered,15:22:00,RD211
D14977,O16603,Delivered,17:13:00,RD166
D14978,O16605,Delivered,18:45:00,RD78
D14979,O16606,Delivered,19:52:00,RD37
D14980,O16607,Delivered,13:18:00,RD70
D14981,O16609,Delivered,18:46:00,RD184
D14982,O16610,Delivered,18:17:00,RD59
D14983,O16611,Delivered,15:55:00,RD165
D14984,O16612,Delivered,17:09:00,RD210
D14985,O16613,Delivered,19:38:00,RD105
D14986,O16614,Delivered,18:58:00,RD48
D14987,O16615,Delivered,13:40:00,RD240
D14988,O16616,Delivered,17:43:00,RD92
D14989,O16617,Delivered,21:49:00,RD225
D14990,O16618,Delivered,14:26:00,RD50
D14991,O16619,Delivered,20:21:00,RD138
D14992,O16621,Delivered,21:14:00,RD122
D14993,O16622,Delivered,21:05:00,RD10
D14994,O16623,Delivered,11:54:00,RD190
D14995,O16625,Delivered,22:10:00,RD221
D14996,O16626,Delivered,14:59:00,RD5
D14997,O16627,Delivered,19:55:00,RD21
D14998,O16628,Delivered,11:55:00,RD58
D14999,O16629,Delivered,13:12:00,RD3
D15000,O16630,Delivered,18:39:00,RD166
D15001,O16631,Delivered,20:38:00,RD235
D15002,O16632,Delivered,15:34:00,RD163
D15003,O16633,Delivered,10:45:00,RD174
D15004,O16634,Delivered,13:55:00,RD95
D15005,O16635,Delivered,22:28:00,RD109
D15006,O16636,Delivered,13:19:00,RD70
D15007,O16637,Delivered,14:28:00,RD93
D15008,O16638,Delivered,20:54:00,RD173
D15009,O16639,Delivered,17:37:00,RD69
D15010,O16640,Delivered,13:25:00,RD172
D15011,O16641,Delivered,21:34:00,RD109
D15012,O16642,Delivered,15:17:00,RD162
D15013,O16643,Delivered,18:53:00,RD44
D15014,O16644,Delivered,21:28:00,RD98
D15015,O16645,Delivered,11:02:00,RD154
D15016,O16648,Delivered,16:09:00,RD127
D15017,O16649,Delivered,16:40:00,RD96
D15018,O16650,Delivered,19:53:00,RD108
D15019,O16651,Delivered,17:10:00,RD105
D15020,O16652,Delivered,14:35:00,RD51
D15021,O16653,Delivered,15:42:00,RD15
D15022,O16655,Delivered,11:48:00,RD236
D15023,O16656,Delivered,18:06:00,RD171
D15024,O16657,Delivered,14:50:00,RD52
D15025,O16658,Delivered,18:23:00,RD44
D15026,O16659,Delivered,17:35:00,RD123
D15027,O16660,Delivered,13:54:00,RD189
D15028,O16661,Delivered,21:23:00,RD38
D15029,O16662,Delivered,16:52:00,RD167
D15030,O16663,Delivered,10:59:00,RD22
D15031,O16664,Delivered,20:21:00,RD165
D15032,O16665,Delivered,17:32:00,RD85
D15033,O16666,Delivered,12:26:00,RD153
D15034,O16667,Delivered,18:38:00,RD186
D15035,O16669,Delivered,11:37:00,RD114
D15036,O16670,Delivered,16:35:00,RD84
D15037,O16671,Delivered,21:18:00,RD19
D15038,O16672,Delivered,20:22:00,RD113
D15039,O16674,Delivered,17:19:00,RD162
D15040,O16675,Delivered,11:23:00,RD198
D15041,O16676,Delivered,20:31:00,RD152
D15042,O16677,Delivered,12:52:00,RD150
D15043,O16678,Delivered,13:07:00,RD32
D15044,O16679,Delivered,11:40:00,RD129
D15045,O16680,Delivered,19:16:00,RD195
D15046,O16682,Delivered,16:40:00,RD183
D15047,O16683,Delivered,18:54:00,RD90
D15048,O16684,Delivered,12:53:00,RD1
D15049,O16685,Delivered,18:55:00,RD176
D15050,O16686,Delivered,14:03:00,RD40
D15051,O16687,Delivered,11:50:00,RD150
D15052,O16688,Delivered,19:34:00,RD221
D15053,O16689,Delivered,20:19:00,RD14
D15054,O16690,Delivered,20:20:00,RD133
D15055,O16691,Delivered,20:09:00,RD98
D15056,O16692,Delivered,13:06:00,RD218
D15057,O16693,Delivered,10:57:00,RD136
D15058,O16694,Delivered,12:27:00,RD110
D15059,O16695,Delivered,12:52:00,RD154
D15060,O16696,Delivered,22:14:00,RD233
D15061,O16697,Delivered,20:23:00,RD128
D15062,O16698,Delivered,18:16:00,RD34
D15063,O16699,Delivered,13:22:00,RD157
D15064,O16700,Delivered,20:14:00,RD20
D15065,O16701,Delivered,15:43:00,RD38
D15066,O16702,Delivered,12:38:00,RD241
D15067,O16703,Delivered,19:37:00,RD70
D15068,O16704,Delivered,20:19:00,RD162
D15069,O16705,Delivered,18:44:00,RD122
D15070,O16706,Delivered,14:53:00,RD135
D15071,O16709,Delivered,13:39:00,RD13
D15072,O16710,Delivered,19:27:00,RD238
D15073,O16711,Delivered,20:55:00,RD152
D15074,O16712,Delivered,21:09:00,RD238
D15075,O16713,Delivered,12:35:00,RD194
D15076,O16717,Delivered,14:50:00,RD99
D15077,O16718,Delivered,13:06:00,RD215
D15078,O16719,Delivered,17:32:00,RD93
D15079,O16720,Delivered,19:13:00,RD103
D15080,O16721,Delivered,21:30:00,RD108
D15081,O16722,Delivered,18:21:00,RD164
D15082,O16723,Delivered,19:50:00,RD74
D15083,O16724,Delivered,13:14:00,RD102
D15084,O16725,Delivered,22:45:00,RD250
D15085,O16726,Delivered,19:37:00,RD70
D15086,O16727,Delivered,18:18:00,RD174
D15087,O16728,Delivered,13:20:00,RD175
D15088,O16729,Delivered,14:15:00,RD225
D15089,O16730,Delivered,11:03:00,RD43
D15090,O16731,Delivered,18:39:00,RD49
D15091,O16732,Delivered,12:43:00,RD205
D15092,O16733,Delivered,18:54:00,RD138
D15093,O16734,Delivered,14:32:00,RD213
D15094,O16735,Delivered,16:52:00,RD157
D15095,O16737,Delivered,21:31:00,RD238
D15096,O16738,Delivered,10:57:00,RD170
D15097,O16739,Delivered,14:31:00,RD22
D15098,O16740,Delivered,16:22:00,RD21
D15099,O16741,Delivered,17:24:00,RD250
D15100,O16743,Delivered,12:59:00,RD114
D15101,O16745,Delivered,11:16:00,RD47
D15102,O16746,Delivered,14:24:00,RD23
D15103,O16747,Delivered,11:17:00,RD190
D15104,O16748,Delivered,18:09:00,RD239
D15105,O16749,Delivered,13:03:00,RD203
D15106,O16750,Delivered,11:05:00,RD210
D15107,O16751,Delivered,13:54:00,RD217
D15108,O16752,Delivered,12:22:00,RD91
D15109,O16753,Delivered,14:52:00,RD48
D15110,O16754,Delivered,12:21:00,RD124
D15111,O16755,Delivered,20:37:00,RD248
D15112,O16756,Delivered,20:29:00,RD32
D15113,O16757,Delivered,21:19:00,RD53
D15114,O16758,Delivered,17:44:00,RD84
D15115,O16759,Delivered,19:08:00,RD177
D15116,O16760,Delivered,13:13:00,RD210
D15117,O16761,Delivered,13:01:00,RD67
D15118,O16763,Delivered,19:58:00,RD191
D15119,O16764,Delivered,15:05:00,RD238
D15120,O16765,Delivered,20:44:00,RD141
D15121,O16766,Delivered,13:16:00,RD12
D15122,O16767,Delivered,22:21:00,RD24
D15123,O16768,Delivered,12:42:00,RD89
D15124,O16769,Delivered,18:05:00,RD119
D15125,O16770,Delivered,20:07:00,RD60
D15126,O16771,Delivered,13:09:00,RD239
D15127,O16772,Delivered,14:25:00,RD39
D15128,O16773,Delivered,19:37:00,RD103
D15129,O16774,Delivered,18:55:00,RD43
D15130,O16775,Delivered,21:48:00,RD89
D15131,O16776,Delivered,16:20:00,RD189
D15132,O16777,Delivered,15:38:00,RD149
D15133,O16779,Delivered,12:51:00,RD225
D15134,O16780,Delivered,18:06:00,RD66
D15135,O16781,Delivered,12:19:00,RD232
D15136,O16782,Delivered,20:14:00,RD119
D15137,O16783,Delivered,13:05:00,RD5
D15138,O16784,Delivered,19:11:00,RD218
D15139,O16785,Delivered,12:24:00,RD43
D15140,O16786,Delivered,16:29:00,RD215
D15141,O16787,Delivered,21:05:00,RD125
D15142,O16788,Delivered,19:38:00,RD7
D15143,O16789,Delivered,22:33:00,RD163
D15144,O16791,Delivered,13:20:00,RD119
D15145,O16792,Delivered,17:29:00,RD188
D15146,O16794,Delivered,12:47:00,RD82
D15147,O16795,Delivered,22:06:00,RD206
D15148,O16796,Delivered,16:54:00,RD5
D15149,O16797,Delivered,22:20:00,RD235
D15150,O16798,Delivered,16:14:00,RD239
D15151,O16799,Delivered,21:47:00,RD173
D15152,O16801,Delivered,14:59:00,RD24
D15153,O16802,Delivered,19:42:00,RD125
D15154,O16803,Delivered,14:24:00,RD30
D15155,O16804,Delivered,12:03:00,RD194
D15156,O16805,Delivered,13:43:00,RD87
D15157,O16807,Delivered,11:36:00,RD143
D15158,O16809,Delivered,15:12:00,RD88
D15159,O16810,Delivered,17:46:00,RD98
D15160,O16811,Delivered,21:32:00,RD190
D15161,O16812,Delivered,18:12:00,RD230
D15162,O16814,Delivered,17:15:00,RD215
D15163,O16815,Delivered,22:36:00,RD39
D15164,O16816,Delivered,20:33:00,RD193
D15165,O16817,Delivered,20:03:00,RD161
D15166,O16818,Delivered,22:14:00,RD66
D15167,O16819,Delivered,16:05:00,RD110
D15168,O16820,Delivered,15:22:00,RD195
D15169,O16821,Delivered,16:47:00,RD12
D15170,O16822,Delivered,13:11:00,RD73
D15171,O16823,Delivered,12:52:00,RD161
D15172,O16824,Delivered,16:35:00,RD63
D15173,O16825,Delivered,14:46:00,RD112
D15174,O16826,Delivered,18:54:00,RD108
D15175,O16827,Delivered,13:21:00,RD39
D15176,O16828,Delivered,17:05:00,RD39
D15177,O16829,Delivered,22:04:00,RD232
D15178,O16830,Delivered,17:47:00,RD119
D15179,O16831,Delivered,11:55:00,RD32
D15180,O16832,Delivered,13:43:00,RD96
D15181,O16833,Delivered,17:37:00,RD186
D15182,O16834,Delivered,11:06:00,RD152
D15183,O16835,Delivered,16:03:00,RD239
D15184,O16836,Delivered,16:44:00,RD149
D15185,O16837,Delivered,13:03:00,RD128
D15186,O16838,Delivered,17:40:00,RD240
D15187,O16839,Delivered,22:17:00,RD26
D15188,O16840,Delivered,13:50:00,RD203
D15189,O16842,Delivered,11:43:00,RD241
D15190,O16843,Delivered,11:26:00,RD216
D15191,O16844,Delivered,14:52:00,RD189
D15192,O16845,Delivered,19:35:00,RD243
D15193,O16846,Delivered,18:32:00,RD100
D15194,O16847,Delivered,17:56:00,RD147
D15195,O16848,Delivered,11:43:00,RD227
D15196,O16849,Delivered,19:59:00,RD7
D15197,O16850,Delivered,16:54:00,RD226
D15198,O16851,Delivered,11:07:00,RD19
D15199,O16852,Delivered,21:48:00,RD223
D15200,O16853,Delivered,16:30:00,RD27
D15201,O16855,Delivered,17:15:00,RD109
D15202,O16857,Delivered,15:15:00,RD96
D15203,O16858,Delivered,20:07:00,RD170
D15204,O16859,Delivered,17:01:00,RD109
